ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
7371,10,8,2022,32,L,238,19,4,40000
5421,12,4,2024,69,P,867,7,13,20000
3484,30,4,2024,29,P,443,5,7,40000
3298,14,4,2024,46,L,895,2,1,30000
8187,16,6,2023,30,L,317,19,2,40000
4073,1,12,2024,47,P,837,13,9,30000
8136,28,12,2023,23,L,665,14,12,10000
8358,12,2,2022,44,P,733,4,1,20000
2857,11,8,2023,59,P,161,9,7,30000
6586,13,10,2024,60,L,587,8,2,30000
3678,25,1,2024,41,P,613,4,4,10000
1065,20,12,2024,74,L,703,3,10,10000
811,13,12,2022,37,L,655,4,5,40000
8107,22,5,2022,36,L,564,19,1,30000
878,14,1,2022,40,L,595,7,12,40000
316,17,8,2024,74,L,242,7,3,20000
8002,23,6,2023,64,P,866,9,11,20000
7154,19,2,2022,78,P,773,5,14,20000
3631,7,7,2024,36,P,464,16,1,20000
2738,25,1,2022,40,L,246,9,10,20000
1220,26,7,2022,78,P,329,5,14,20000
8906,21,12,2024,52,L,250,11,14,30000
5301,5,5,2024,34,P,22,17,1,40000
2270,22,5,2022,76,L,397,2,12,40000
4105,3,6,2023,43,P,172,19,6,10000
8105,4,6,2022,22,P,48,14,10,40000
4610,16,12,2022,80,P,824,14,6,50000
8783,2,7,2024,41,P,824,11,14,30000
3293,23,8,2022,28,L,966,2,13,30000
3894,23,9,2022,78,L,432,14,13,20000
5370,24,6,2022,42,P,485,15,6,50000
3733,15,7,2022,72,P,280,4,14,40000
4764,5,3,2024,77,P,296,12,10,30000
2132,5,10,2024,21,P,680,11,9,10000
7209,30,7,2022,32,P,886,7,1,10000
7293,9,12,2024,50,P,51,6,1,30000
4822,17,4,2024,56,L,340,1,10,30000
4165,16,10,2023,21,P,445,1,5,10000
3199,6,12,2024,36,L,941,3,6,30000
1870,2,2,2023,40,L,315,5,10,30000
8400,25,11,2024,39,L,79,6,7,20000
3646,2,4,2024,24,P,364,18,13,30000
587,5,9,2023,41,L,152,5,7,30000
784,29,11,2022,28,P,73,17,13,50000
3135,19,8,2022,34,P,566,12,5,40000
3046,18,12,2024,75,P,76,12,3,10000
7070,5,5,2023,61,P,697,10,9,20000
1282,8,8,2022,55,L,448,5,10,40000
6099,3,3,2022,75,P,166,13,1,50000
451,16,12,2022,66,P,901,3,1,40000
1455,3,9,2023,48,L,358,18,9,50000
2930,29,1,2023,77,L,479,11,7,40000
572,14,9,2022,57,L,248,15,6,30000
3507,23,4,2023,53,P,62,4,1,20000
8872,21,8,2023,80,L,708,9,9,30000
1664,11,1,2023,35,P,781,18,10,20000
5317,24,2,2022,72,L,79,8,5,20000
9366,11,3,2024,27,P,718,4,14,30000
7953,20,11,2022,77,L,850,9,6,20000
3346,14,6,2024,21,P,806,15,4,30000
6029,18,1,2022,66,P,33,9,4,50000
3140,13,10,2022,41,P,502,5,9,40000
2251,3,7,2024,67,L,331,9,8,20000
170,4,9,2022,72,P,25,3,6,10000
9468,16,11,2023,80,P,338,1,2,10000
4476,4,10,2023,55,P,366,2,4,50000
2609,9,8,2023,78,P,664,18,9,20000
6839,7,8,2024,79,P,970,17,7,50000
5686,18,5,2024,29,P,784,11,1,20000
4683,5,12,2022,41,L,611,13,11,50000
5783,22,5,2024,54,L,223,16,3,10000
1876,26,9,2022,72,P,262,3,4,40000
5096,20,3,2022,67,L,765,20,10,10000
7004,17,11,2022,47,L,779,12,6,20000
6579,3,5,2024,43,L,41,5,12,20000
8547,20,7,2022,45,L,764,8,12,30000
1869,16,3,2023,74,L,324,2,5,10000
7594,19,7,2024,28,L,83,2,9,40000
8693,4,6,2022,73,L,484,12,2,50000
8136,20,11,2022,51,L,284,20,12,20000
1674,23,5,2023,37,L,107,7,9,40000
3074,6,4,2024,75,P,526,11,9,10000
6070,30,8,2023,77,P,320,14,2,30000
8147,7,1,2022,26,P,198,10,8,20000
2698,27,3,2024,23,L,756,6,6,20000
7556,28,3,2022,44,L,715,12,2,50000
6832,13,4,2022,25,P,121,5,13,40000
1363,7,1,2023,69,P,597,17,12,10000
7201,12,10,2023,41,P,447,16,10,20000
7238,12,12,2022,29,P,643,15,13,20000
101,28,11,2022,33,P,588,6,2,10000
9253,4,2,2022,30,P,733,4,6,30000
5661,21,1,2024,72,L,806,1,14,50000
4271,25,8,2024,38,P,554,8,12,40000
5005,16,10,2024,30,P,10,8,13,40000
1885,20,11,2023,56,P,289,17,4,50000
1874,27,10,2023,68,P,773,5,1,20000
8406,28,10,2022,79,L,806,9,1,40000
9989,18,10,2023,26,L,576,18,6,20000
4598,8,2,2023,62,L,970,19,11,30000
4550,1,1,2024,75,L,620,16,2,50000
9021,4,12,2023,37,P,570,16,1,50000
8124,7,2,2024,29,P,952,20,2,50000
8494,31,1,2022,25,L,753,15,14,40000
7476,12,6,2024,46,L,497,1,2,10000
7622,7,8,2022,29,L,793,14,11,40000
2637,5,11,2024,40,L,816,12,7,10000
3896,9,12,2023,65,P,334,11,11,40000
5755,17,6,2024,69,L,552,11,7,50000
1083,6,12,2023,51,L,434,11,6,30000
3146,7,4,2023,32,P,823,16,9,30000
3106,23,11,2022,57,P,20,8,13,50000
3273,24,7,2023,30,L,619,7,5,50000
8232,9,5,2022,52,L,627,6,4,50000
7208,12,2,2022,58,L,324,8,7,30000
3426,15,12,2023,29,P,998,7,5,50000
8907,17,4,2022,23,L,923,2,10,30000
4214,28,7,2024,33,P,815,3,11,20000
9405,19,8,2024,76,L,254,18,5,20000
200,2,1,2024,24,L,803,14,2,40000
2442,3,1,2023,52,L,753,13,1,50000
9781,17,12,2023,64,L,198,15,7,10000
2504,20,5,2024,23,P,214,18,9,10000
6166,26,2,2024,55,L,604,8,2,50000
8493,7,12,2024,29,L,444,18,1,10000
851,17,3,2024,77,L,524,6,11,10000
3912,4,6,2023,62,L,134,17,4,30000
7308,7,7,2023,27,L,517,9,13,30000
9233,27,7,2022,39,L,676,4,6,20000
4674,18,1,2024,39,L,497,15,13,40000
7202,7,8,2024,80,P,924,17,14,50000
2225,20,12,2023,34,L,962,8,4,10000
4830,26,4,2022,76,P,629,20,13,30000
6084,23,6,2023,66,P,294,2,4,50000
1299,6,2,2023,42,P,693,15,9,20000
3060,7,2,2024,37,P,773,15,11,30000
227,4,2,2023,69,P,511,8,2,50000
8620,26,3,2023,51,P,851,2,10,20000
3264,5,8,2022,75,L,717,17,11,40000
1558,14,11,2022,41,L,19,4,1,30000
5462,20,4,2024,47,L,366,8,12,20000
7040,8,4,2023,21,L,428,1,9,30000
9998,22,5,2024,70,L,103,16,7,20000
7210,15,7,2022,46,L,121,2,5,40000
5749,12,9,2022,29,L,932,20,3,30000
3775,31,6,2024,23,L,870,6,3,10000
527,1,8,2023,70,L,634,1,6,50000
1170,19,2,2024,68,L,630,7,1,20000
296,11,6,2023,69,L,978,19,3,20000
8621,19,11,2023,50,P,174,5,6,20000
9164,1,12,2024,80,L,957,1,3,20000
8694,13,5,2022,54,P,735,9,2,20000
3456,11,10,2023,33,P,382,15,6,10000
9598,25,8,2023,56,P,802,10,8,30000
2756,1,9,2022,51,P,765,16,14,10000
5903,7,1,2022,72,L,861,19,12,10000
6440,29,4,2024,42,L,399,10,10,10000
3444,1,12,2024,26,L,120,12,8,20000
3936,19,12,2024,68,P,470,1,8,20000
4898,30,7,2024,46,P,104,10,6,30000
910,15,11,2024,52,L,786,3,5,30000
829,26,6,2023,55,L,852,7,11,10000
5394,28,1,2024,33,L,243,7,1,10000
506,2,1,2022,54,P,192,18,11,30000
1669,16,2,2022,62,L,858,16,14,20000
3443,13,5,2024,47,L,586,5,13,20000
2945,4,8,2023,65,P,375,12,9,10000
1088,4,6,2023,41,L,593,8,7,30000
9239,10,6,2023,36,P,85,6,6,20000
5161,3,6,2022,37,P,767,20,12,30000
8909,8,12,2024,34,L,885,7,10,10000
8532,4,3,2024,32,P,82,1,11,20000
4593,4,10,2023,46,P,424,15,5,20000
5858,27,10,2022,56,L,261,5,8,50000
3258,16,3,2022,44,L,14,5,5,30000
5752,7,1,2024,29,P,69,12,13,30000
3815,1,11,2023,34,P,128,19,2,30000
793,20,9,2022,23,P,778,5,1,50000
8100,31,3,2023,62,L,889,8,8,50000
8588,30,12,2023,36,L,28,3,12,10000
5951,2,9,2023,79,L,125,6,10,20000
6491,17,6,2024,71,L,594,2,3,50000
3277,30,6,2023,65,P,596,7,3,20000
2482,25,7,2024,76,L,619,2,9,40000
486,1,9,2024,52,P,767,13,6,40000
1045,16,5,2022,59,P,939,18,14,20000
5927,18,3,2023,59,P,806,20,6,50000
2160,14,10,2022,62,L,133,3,1,20000
5531,28,1,2023,57,P,522,18,6,50000
9218,25,10,2023,44,P,847,1,2,30000
7820,11,12,2023,49,P,284,20,13,40000
1970,20,2,2023,73,L,997,20,1,30000
4125,5,10,2024,43,P,825,12,1,30000
3983,5,1,2023,60,L,506,2,3,20000
6126,15,4,2024,47,P,80,7,11,20000
7182,1,3,2023,56,P,86,12,5,50000
921,9,11,2024,57,L,715,5,10,20000
6648,16,1,2023,54,L,381,9,13,20000
83,1,9,2023,27,L,682,4,4,50000
302,25,3,2024,24,L,380,15,4,50000
467,29,2,2024,38,L,146,9,13,30000
2474,18,2,2022,74,L,886,12,1,10000
5500,19,10,2023,36,L,686,11,3,30000
1886,27,3,2023,47,L,443,7,7,40000
4179,3,11,2022,32,L,140,8,1,30000
4035,13,7,2024,30,L,586,3,11,40000
6332,11,6,2023,51,P,384,18,1,20000
2110,9,7,2024,33,P,450,13,7,20000
2902,26,12,2024,54,L,639,12,5,50000
4023,25,6,2022,61,P,894,8,7,40000
3467,24,2,2023,60,P,165,12,7,20000
417,19,9,2023,71,L,570,1,4,30000
2368,24,9,2024,53,L,970,11,12,10000
9012,22,5,2023,56,P,447,20,13,40000
9254,11,6,2023,67,L,965,8,1,10000
3941,20,11,2022,79,L,371,18,14,50000
2872,28,12,2023,80,P,506,4,2,30000
3951,5,11,2022,75,P,345,5,10,40000
6942,23,12,2024,71,L,475,7,14,10000
2745,8,4,2022,44,L,218,4,14,50000
5048,19,1,2022,24,P,733,14,6,10000
2298,25,4,2024,21,P,676,2,9,50000
3370,22,9,2022,44,P,808,18,5,30000
9478,13,12,2024,37,L,333,6,3,40000
6015,20,10,2022,73,P,462,9,13,10000
8178,10,2,2022,75,L,266,12,5,10000
5759,17,7,2022,60,L,943,4,13,30000
4886,8,3,2024,67,L,319,18,5,10000
3708,20,3,2024,53,L,602,1,6,50000
7528,2,1,2022,56,L,156,17,2,30000
9937,18,1,2023,75,L,508,20,4,10000
9261,11,2,2022,67,P,210,6,6,30000
212,14,4,2023,26,P,274,2,7,50000
938,26,4,2024,36,P,457,16,6,30000
8855,17,6,2023,55,P,736,17,4,40000
8046,1,8,2023,35,P,374,13,10,30000
3507,13,2,2024,70,P,728,17,11,20000
1265,27,11,2023,41,P,293,11,13,50000
8912,4,3,2024,27,L,381,4,4,20000
8835,8,10,2023,63,P,650,9,3,50000
5452,2,3,2022,41,P,300,17,8,50000
9017,6,11,2022,27,L,72,13,14,10000
4969,8,3,2022,55,P,943,1,13,30000
1079,10,12,2023,50,P,908,11,11,30000
5710,19,5,2023,31,P,841,4,2,10000
6895,19,8,2022,77,P,11,13,8,10000
750,21,12,2024,32,P,824,4,7,40000
6780,13,7,2024,72,P,247,5,11,50000
2716,24,11,2024,54,P,398,6,2,30000
2344,4,12,2024,65,L,238,18,4,30000
3147,14,3,2024,75,L,795,19,5,50000
2250,26,3,2024,25,P,604,15,5,10000
9850,24,4,2022,79,L,141,14,6,50000
4943,2,4,2023,32,P,726,17,10,20000
2283,9,11,2023,64,L,849,20,1,10000
3623,28,1,2023,70,P,234,9,2,30000
8515,21,7,2024,39,P,420,4,12,20000
1167,5,8,2022,27,L,757,6,13,10000
1113,11,1,2023,48,P,150,6,2,40000
8739,27,11,2024,66,P,824,10,12,40000
3353,21,7,2024,23,P,827,6,10,50000
3062,28,10,2023,74,P,832,8,11,50000
2944,7,7,2023,41,L,718,18,9,30000
9151,1,1,2024,79,L,446,4,8,40000
3037,24,11,2024,30,P,448,20,5,50000
3765,20,6,2024,47,L,640,1,9,40000
2897,28,3,2024,32,L,957,13,13,10000
9964,4,5,2023,57,P,722,2,5,20000
3594,24,3,2022,27,L,417,3,11,30000
9404,23,4,2024,66,P,791,2,6,50000
5971,16,8,2022,66,L,963,4,8,40000
2893,12,1,2022,77,P,415,14,9,30000
6006,4,2,2024,69,L,649,17,12,10000
2770,21,9,2023,72,L,557,18,10,20000
1691,8,12,2022,52,P,540,17,11,10000
8826,30,11,2024,48,P,353,8,5,10000
7463,17,5,2024,36,L,115,17,9,20000
9654,24,10,2023,45,L,696,2,7,10000
7197,21,2,2024,77,P,487,12,10,20000
2167,27,6,2022,51,L,412,12,4,20000
6915,23,6,2023,74,L,619,9,9,50000
6199,12,1,2023,55,P,694,16,7,50000
1228,3,10,2023,37,P,128,18,6,20000
7957,13,1,2024,79,P,143,1,2,30000
7458,17,4,2024,70,P,883,18,9,40000
7136,19,4,2024,43,P,578,10,2,20000
6513,26,10,2022,53,P,643,19,13,40000
2618,22,5,2023,39,L,349,4,7,40000
1305,11,12,2022,70,P,143,8,7,10000
7277,11,10,2024,64,L,541,17,4,10000
4003,10,12,2024,32,P,964,5,1,20000
1723,4,7,2023,32,P,996,14,5,10000
1413,12,9,2022,58,L,904,19,2,30000
8098,13,1,2023,79,P,129,8,2,40000
3968,13,2,2024,71,L,555,7,3,50000
6427,27,11,2023,47,L,447,1,11,20000
894,14,2,2022,32,L,8,4,8,50000
4218,8,9,2023,44,L,55,18,5,30000
4399,27,2,2023,41,P,180,9,9,20000
9402,1,9,2022,53,L,792,1,5,40000
2803,28,8,2024,48,P,212,15,3,50000
8271,25,1,2023,49,L,893,2,1,10000
7557,7,2,2023,59,P,272,9,5,20000
1612,27,12,2024,33,P,798,10,8,10000
2397,10,9,2024,25,P,450,10,2,20000
5182,17,10,2023,74,P,416,14,7,40000
3137,8,10,2022,76,L,172,1,7,50000
8525,31,9,2023,22,P,555,11,5,20000
5309,14,6,2024,29,L,205,8,9,10000
6381,25,2,2024,38,P,94,13,4,10000
1616,2,5,2024,70,P,505,20,10,10000
7321,28,8,2023,38,P,203,16,8,30000
7868,1,10,2023,74,P,858,7,3,30000
6962,26,8,2022,52,L,571,3,14,20000
3890,5,9,2024,61,P,542,2,3,20000
3715,19,6,2023,36,P,604,15,4,30000
7421,27,12,2023,42,L,23,12,1,50000
4714,27,4,2024,76,P,24,15,1,30000
4670,16,10,2023,79,L,421,4,4,50000
4721,17,1,2022,60,L,195,14,10,50000
2339,26,7,2022,69,P,274,10,7,20000
5617,13,2,2022,59,P,234,5,1,50000
4237,3,5,2023,48,L,829,4,8,40000
14,29,10,2022,67,L,333,11,12,40000
3548,11,2,2023,25,L,185,3,3,20000
691,28,8,2022,46,L,885,3,3,50000
2252,16,10,2024,58,P,236,11,11,40000
2719,3,8,2023,32,L,246,7,7,30000
5566,16,7,2023,24,L,789,7,11,40000
1256,31,11,2024,62,P,455,2,7,50000
9597,25,9,2022,23,L,746,8,9,10000
4881,13,5,2022,62,P,318,19,7,50000
8063,10,3,2024,34,L,187,6,8,20000
5663,5,3,2023,72,L,86,15,1,10000
3457,18,11,2022,32,L,569,10,3,10000
7116,7,8,2023,69,P,46,5,1,40000
6167,22,8,2023,65,L,369,12,6,50000
8603,22,10,2023,69,L,341,18,6,40000
3012,26,10,2024,55,L,275,12,5,30000
8992,28,4,2023,40,P,521,9,7,10000
9672,15,5,2024,33,P,96,4,7,30000
9296,3,12,2024,24,L,529,10,14,20000
2116,13,5,2022,70,P,959,14,3,10000
2131,11,7,2023,60,P,851,1,13,40000
7466,19,12,2024,53,P,788,18,6,50000
1102,22,4,2023,65,L,858,17,5,50000
6995,23,5,2022,72,P,270,16,8,30000
8905,30,8,2024,28,P,435,11,7,40000
7226,28,10,2022,23,L,427,7,8,40000
1025,6,8,2022,44,P,116,5,7,50000
5380,19,9,2023,40,P,68,12,9,30000
8251,22,1,2024,64,P,348,5,5,30000
774,19,7,2023,24,L,828,1,7,20000
7686,1,9,2022,66,L,813,11,8,40000
5574,30,3,2023,38,L,974,19,4,20000
3197,16,4,2023,40,L,411,16,9,40000
7053,26,5,2022,37,P,454,11,12,50000
6348,13,7,2023,38,L,831,16,6,50000
167,29,2,2023,59,L,35,5,9,40000
8899,28,7,2023,55,L,52,9,8,10000
6921,24,5,2022,69,P,375,2,8,10000
9571,8,2,2022,51,L,987,18,11,40000
8886,17,7,2022,73,P,565,17,4,10000
1555,25,10,2024,42,P,920,20,2,20000
8472,2,9,2022,44,P,987,9,10,10000
7484,22,11,2023,78,P,211,20,5,10000
418,21,1,2023,63,P,744,9,10,50000
1116,6,4,2024,72,P,948,2,7,50000
9063,21,11,2022,74,P,495,1,4,40000
2978,21,1,2024,52,P,889,3,2,20000
9038,23,11,2022,42,L,613,19,6,50000
5939,4,2,2024,73,L,796,6,2,50000
4293,14,7,2023,65,P,466,11,12,40000
967,29,3,2022,33,L,798,13,5,30000
8559,3,10,2022,54,L,565,4,1,40000
4115,17,11,2022,51,L,928,5,2,20000
5912,1,1,2022,45,P,843,16,9,20000
9867,26,3,2023,77,L,633,8,4,30000
4709,1,10,2024,52,P,207,5,1,30000
4078,29,10,2023,59,P,268,4,8,30000
979,18,7,2022,75,L,331,18,7,30000
8215,21,9,2022,42,P,518,20,8,40000
8146,18,7,2024,41,L,749,5,5,30000
144,9,8,2024,42,L,215,5,7,50000
3114,18,9,2022,71,L,8,7,14,50000
5538,31,10,2024,26,P,666,3,12,20000
9159,6,3,2023,47,P,839,9,11,20000
2530,18,3,2022,40,P,821,3,6,40000
3385,20,5,2024,36,P,305,13,7,20000
146,25,10,2022,79,L,99,15,13,30000
8094,25,4,2023,58,L,465,6,10,10000
9673,13,11,2022,29,P,27,10,6,20000
4350,25,4,2022,61,P,565,19,3,30000
6040,14,6,2022,59,P,812,3,14,40000
8209,14,2,2023,75,L,239,8,10,20000
4649,31,1,2023,33,L,84,6,8,50000
7989,11,11,2022,44,L,416,12,10,30000
9516,19,4,2024,50,P,426,6,12,10000
2984,24,8,2022,44,L,602,20,5,10000
7329,19,11,2022,48,L,641,7,8,40000
7917,10,4,2022,58,L,799,7,9,40000
3453,30,2,2024,49,P,835,9,13,20000
9122,7,4,2024,70,L,999,8,6,50000
1335,16,8,2022,51,P,334,5,4,10000
9670,2,9,2022,62,P,878,7,2,10000
3442,18,8,2022,80,P,887,12,3,30000
2848,17,8,2024,46,L,739,14,9,40000
8598,18,11,2022,29,L,571,1,8,30000
3312,5,7,2023,56,P,183,13,5,30000
6195,30,10,2023,54,L,884,4,5,30000
5105,16,8,2024,41,L,602,14,13,10000
2822,22,6,2022,59,L,825,16,9,20000
3102,7,9,2024,28,L,755,3,4,10000
1220,31,6,2023,50,L,544,3,3,30000
9462,8,11,2023,36,L,868,7,11,40000
44,29,1,2022,42,L,189,4,4,20000
7928,9,10,2023,72,L,961,14,4,40000
8214,31,7,2023,32,P,735,16,10,20000
6969,17,1,2024,68,P,135,4,7,20000
7338,27,8,2024,61,P,145,7,7,20000
7551,4,5,2022,39,P,615,7,9,50000
5804,2,10,2022,35,L,261,15,12,30000
9185,20,4,2023,37,L,664,12,5,50000
8785,26,8,2024,40,L,23,15,3,20000
2572,10,7,2024,49,P,69,19,3,40000
7302,12,10,2024,65,P,979,10,13,20000
4124,29,11,2023,25,L,898,14,12,40000
7005,18,10,2023,37,P,813,19,2,20000
5762,20,1,2023,76,P,726,7,3,30000
6749,19,4,2024,57,L,690,4,9,30000
3036,27,6,2023,79,L,226,4,1,50000
6243,28,5,2024,66,P,764,12,3,40000
3308,5,5,2023,67,L,203,8,5,20000
6387,15,1,2022,52,L,943,4,12,50000
1189,24,3,2022,75,P,993,8,13,30000
8695,15,1,2022,56,P,850,6,1,40000
6686,2,10,2023,74,P,398,5,12,40000
2706,3,3,2022,31,P,102,11,14,50000
8589,12,11,2023,24,P,29,15,7,20000
8674,27,4,2022,36,L,409,19,14,30000
7227,9,6,2022,39,L,665,4,11,10000
8279,17,11,2024,32,P,464,10,6,10000
1938,4,3,2023,24,P,546,11,1,50000
8929,8,4,2022,35,L,939,10,9,30000
7173,14,3,2024,63,L,473,18,14,20000
5946,4,12,2022,74,P,349,9,3,20000
9049,6,7,2022,42,P,91,10,5,20000
6302,10,8,2023,24,P,463,9,2,40000
3072,5,11,2022,33,L,848,7,10,20000
1602,1,11,2024,79,P,56,13,9,50000
8430,7,4,2022,38,P,890,20,7,30000
5742,10,11,2024,45,L,371,4,7,40000
4425,21,11,2023,21,L,346,7,5,30000
9051,14,12,2023,72,P,433,20,8,50000
9806,26,8,2024,54,L,497,6,4,30000
7560,5,1,2022,32,L,729,5,5,40000
3888,12,1,2023,54,P,18,3,3,40000
936,7,11,2023,67,P,773,13,13,30000
4793,3,5,2023,23,L,184,10,10,50000
2638,12,8,2022,50,P,221,13,11,50000
8078,3,12,2024,39,P,25,3,9,50000
3595,12,2,2023,68,P,664,20,14,40000
8385,30,3,2023,51,P,52,17,8,40000
5636,14,3,2022,55,L,941,9,3,50000
9690,28,11,2024,46,P,172,20,3,40000
1273,7,7,2022,57,P,118,9,8,10000
3429,18,5,2022,29,P,529,15,10,40000
433,16,12,2024,31,P,115,7,8,20000
8074,7,5,2022,52,P,697,4,3,10000
2822,7,7,2023,56,L,808,12,1,20000
7893,30,12,2023,33,P,209,15,3,30000
2052,25,9,2022,36,L,413,12,9,20000
1250,30,5,2022,66,L,966,11,2,20000
5546,6,12,2023,65,L,571,20,6,40000
3240,31,8,2024,27,L,508,3,9,20000
2470,8,10,2022,66,P,364,20,5,10000
6642,15,2,2022,45,L,11,16,11,30000
4090,31,2,2022,66,L,454,5,7,10000
5138,19,9,2024,68,P,554,16,12,40000
4404,17,2,2022,37,L,351,15,7,40000
1533,21,6,2022,45,L,516,9,14,10000
5953,25,1,2024,64,P,999,5,11,10000
4801,17,9,2024,44,P,157,6,13,10000
6848,3,7,2023,72,P,309,11,1,40000
35,19,5,2024,74,P,167,5,10,20000
4232,31,7,2022,67,P,908,20,5,10000
5770,24,1,2022,23,L,735,1,10,10000
2363,2,4,2022,39,P,446,3,9,30000
612,10,1,2023,24,L,307,13,10,50000
5499,11,5,2024,57,P,13,17,9,30000
374,5,9,2022,62,P,921,12,3,20000
2032,27,7,2022,75,P,850,17,3,40000
794,27,4,2023,31,P,438,14,4,20000
3420,1,5,2023,38,L,615,9,11,50000
2223,7,9,2023,68,P,401,8,13,50000
8410,8,10,2023,59,L,641,6,3,20000
2426,5,10,2023,22,L,581,16,11,50000
2008,12,8,2023,43,L,55,14,6,50000
8481,31,6,2024,59,L,370,14,10,50000
8143,8,7,2024,59,P,890,2,8,30000
5118,9,5,2023,36,L,954,15,12,20000
4036,19,7,2024,56,L,677,3,7,40000
2387,23,6,2024,79,P,92,10,9,30000
2458,16,1,2022,60,L,906,2,6,30000
4684,3,9,2024,58,L,933,11,5,30000
6866,28,7,2022,27,P,407,4,10,20000
1475,16,2,2022,69,L,108,5,1,10000
2729,7,1,2023,26,L,356,5,6,50000
2624,11,11,2024,65,L,773,13,3,40000
9617,14,7,2023,43,P,358,6,13,30000
5842,8,3,2022,39,L,458,8,14,30000
153,25,9,2024,70,L,73,3,9,50000
3987,25,11,2024,34,P,88,20,7,50000
3195,28,5,2023,41,P,960,15,13,30000
8625,10,1,2024,66,P,314,20,10,20000
6556,1,9,2023,23,L,674,12,10,20000
1440,30,7,2024,63,P,673,20,3,30000
9171,11,2,2024,34,L,102,17,6,20000
716,10,1,2024,80,P,454,5,7,40000
1966,22,12,2024,33,L,984,4,9,20000
9768,18,6,2022,64,P,226,3,1,20000
2397,15,1,2022,33,P,912,5,5,10000
5489,27,2,2024,60,P,790,14,8,50000
2254,23,12,2023,56,P,957,20,6,30000
1800,11,9,2024,65,L,530,7,4,20000
2895,28,5,2023,78,L,966,4,10,20000
9566,31,3,2023,44,P,816,1,2,10000
1999,1,5,2022,78,L,514,16,10,20000
8841,4,4,2023,48,L,732,13,7,20000
3333,21,10,2023,22,L,573,7,1,10000
7427,23,7,2022,78,P,925,14,6,40000
1531,7,1,2022,39,P,301,6,14,40000
5387,30,4,2022,79,P,591,9,8,30000
2297,1,5,2024,22,P,166,10,3,20000
7608,17,9,2023,30,L,602,18,2,10000
7030,31,11,2023,33,P,905,16,1,10000
7269,3,8,2023,67,L,593,1,11,10000
2773,18,10,2024,53,P,750,13,2,10000
9429,11,2,2022,54,P,848,16,8,20000
1056,30,11,2024,54,L,576,17,10,20000
4562,14,7,2024,53,P,604,19,6,40000
3830,19,9,2024,59,P,673,6,11,40000
8025,24,10,2023,25,L,491,12,12,10000
726,26,11,2022,23,L,179,6,7,30000
9278,13,3,2024,21,P,385,18,4,40000
3689,6,3,2024,78,P,639,15,14,40000
2335,28,10,2024,58,L,201,12,4,30000
6532,11,6,2022,24,L,194,7,10,50000
5449,24,7,2023,32,P,108,9,8,10000
6846,1,9,2024,62,L,640,4,10,30000
9011,7,1,2023,60,L,6,20,11,10000
6819,18,3,2024,52,L,387,1,13,30000
6189,1,2,2024,52,P,267,1,9,50000
1965,19,6,2023,39,L,738,7,9,30000
2346,26,6,2023,60,L,139,1,3,30000
8417,22,11,2022,54,P,558,5,12,40000
1767,21,9,2023,24,L,729,18,13,10000
1790,31,12,2023,24,L,741,19,8,40000
4379,26,7,2023,34,L,438,16,13,20000
6930,25,12,2024,77,P,963,15,11,20000
7947,24,3,2023,36,P,295,16,8,10000
8569,14,12,2022,40,L,301,3,5,20000
5674,28,3,2022,57,L,953,17,10,20000
3815,20,11,2022,23,P,832,6,3,30000
2354,8,10,2022,59,L,253,4,1,30000
318,22,4,2023,22,P,510,18,6,20000
3844,27,6,2023,57,L,710,18,14,50000
4578,26,4,2024,41,L,437,4,4,10000
6542,31,11,2022,72,P,928,15,13,40000
6268,29,11,2023,29,L,689,20,14,10000
5203,3,11,2024,34,L,618,4,4,50000
3056,16,2,2023,59,P,605,3,11,40000
4245,31,1,2022,79,L,941,9,4,30000
7731,16,10,2024,46,P,590,18,9,20000
4422,23,4,2022,48,L,556,10,5,20000
9093,2,10,2022,70,P,516,17,14,10000
6894,10,5,2023,33,P,51,9,3,40000
1758,6,4,2023,61,P,550,4,1,10000
6598,21,1,2022,56,L,14,15,13,20000
4645,24,2,2024,77,L,396,17,2,50000
7965,26,2,2022,39,P,233,1,4,30000
282,5,9,2022,56,P,429,20,6,10000
979,16,7,2024,56,L,596,14,5,40000
10000,4,3,2023,56,P,665,2,3,10000
2226,30,8,2022,31,P,920,4,7,10000
8297,10,3,2024,67,P,847,11,1,10000
5096,28,1,2023,29,L,234,13,10,20000
3470,28,10,2022,48,L,544,17,2,20000
829,6,3,2023,66,P,706,11,1,50000
2647,18,8,2024,51,L,216,1,12,20000
5757,4,5,2022,42,P,592,9,14,20000
4024,30,8,2023,32,L,893,6,4,40000
8854,10,6,2022,53,P,453,18,10,40000
2400,5,3,2023,35,L,890,14,13,50000
8289,6,4,2023,53,L,579,4,2,40000
6667,7,12,2022,47,L,273,17,14,10000
7229,16,9,2023,70,P,140,17,14,50000
15,3,11,2024,59,P,931,15,13,40000
5201,8,10,2022,45,L,19,2,2,20000
7996,6,8,2024,56,P,16,8,1,30000
5609,2,9,2024,25,P,865,12,13,10000
5487,27,11,2022,61,L,112,10,12,30000
8913,24,12,2023,65,L,161,3,1,50000
6649,2,7,2024,31,L,635,20,5,40000
470,23,4,2024,72,P,519,1,12,10000
9404,26,5,2022,60,L,78,7,4,40000
2979,11,1,2022,45,P,873,16,13,20000
