Hari,Tanggal,Jam,Modal,Pembelian,Barang,Transaksi,Jumlah,Penjualan,Keuntungan
Senin,9,0,1.000.000,416,susu,387,119,286,200.000
Jumat,23,10,700.000,217,gula,344,501,191,200.000
Sabtu,9,7,600.000,339,telur,352,709,379,200.000
Minggu,3,2,1.000.000,190,telur,334,652,321,200.000
Senin,19,4,600.000,239,telur,397,185,131,100.000
Senin,20,10,1.000.000,431,snack,321,85,449,130.000
Rabu,19,8,500.000,188,snack,356,399,138,150.000
Kamis,26,8,600.000,446,gula,371,420,477,130.000
Minggu,22,6,1.000.000,280,gula,363,892,334,100.000
Senin,28,6,400.000,129,gula,326,441,326,100.000
Sabtu,1,2,500.000,430,snack,318,753,239,100.000
Kamis,27,5,600.000,143,snack,364,243,244,130.000
Rabu,25,7,700.000,453,susu,361,727,170,100.000
Kamis,6,1,500.000,455,telur,317,133,226,100.000
Sabtu,16,8,1.000.000,123,gula,399,132,312,150.000
Kamis,20,4,500.000,262,beras,359,868,484,130.000
Senin,10,9,600.000,433,snack,387,643,275,130.000
Jumat,17,1,600.000,114,gula,392,609,288,130.000
Selasa,12,3,700.000,243,snack,340,150,392,200.000
Selasa,27,10,600.000,128,snack,359,250,251,100.000
Selasa,14,6,400.000,133,telur,348,614,304,100.000
Rabu,27,11,500.000,394,snack,370,796,279,130.000
Senin,30,10,500.000,259,beras,372,998,434,200.000
Kamis,11,7,500.000,493,beras,335,22,301,130.000
Jumat,18,7,700.000,453,beras,321,929,462,200.000
Rabu,26,1,600.000,192,beras,331,698,218,100.000
Kamis,15,9,1.000.000,241,snack,318,874,275,130.000
Senin,12,1,400.000,452,telur,389,183,262,130.000
Kamis,18,8,500.000,445,beras,316,465,213,200.000
Minggu,18,4,1.000.000,325,snack,353,57,498,200.000
Jumat,1,9,700.000,380,snack,366,657,135,130.000
Senin,21,9,1.000.000,420,susu,361,909,302,130.000
Jumat,14,5,400.000,257,susu,313,803,415,130.000
Selasa,17,11,700.000,167,beras,300,21,267,100.000
Minggu,23,0,600.000,287,snack,368,794,129,200.000
Sabtu,6,1,400.000,372,telur,346,822,189,130.000
Senin,27,4,1.000.000,493,snack,326,52,469,100.000
Kamis,10,6,1.000.000,121,telur,308,797,225,100.000
Minggu,16,2,600.000,139,snack,354,778,244,130.000
Sabtu,4,5,700.000,286,telur,337,487,480,100.000
Jumat,1,6,600.000,434,beras,329,639,184,150.000
Selasa,3,0,400.000,224,snack,353,799,462,150.000
Minggu,30,6,700.000,335,beras,390,260,364,100.000
Senin,23,3,400.000,273,gula,396,321,392,100.000
Sabtu,18,11,400.000,293,telur,303,999,465,200.000
Selasa,17,4,400.000,113,beras,339,801,220,100.000
Rabu,15,7,1.000.000,161,beras,328,715,399,200.000
Sabtu,30,11,500.000,377,snack,329,756,354,200.000
Kamis,1,9,1.000.000,212,snack,303,527,417,150.000
Minggu,11,1,400.000,112,susu,300,407,430,100.000
Selasa,2,9,1.000.000,327,snack,313,318,102,100.000
Kamis,2,4,700.000,307,beras,364,308,247,200.000
Rabu,17,9,400.000,226,beras,396,997,417,150.000
Kamis,10,6,400.000,169,susu,334,124,100,130.000
Rabu,8,1,600.000,352,telur,315,748,446,100.000
Kamis,20,4,700.000,281,telur,323,282,124,200.000
Kamis,12,4,400.000,457,beras,388,765,193,150.000
Sabtu,12,9,1.000.000,197,telur,364,19,354,150.000
Selasa,6,6,700.000,316,beras,377,201,347,200.000
Jumat,8,10,700.000,302,gula,318,783,330,200.000
Senin,16,7,400.000,491,gula,338,942,458,130.000
Kamis,13,4,700.000,260,gula,360,248,226,200.000
Kamis,26,3,400.000,169,telur,303,623,495,130.000
Rabu,21,6,500.000,409,beras,302,188,265,100.000
Sabtu,26,5,600.000,368,gula,304,338,269,130.000
Senin,10,8,700.000,309,susu,396,766,399,100.000
Jumat,22,10,400.000,326,beras,332,650,154,200.000
Selasa,14,5,600.000,247,gula,321,777,201,200.000
Sabtu,24,6,500.000,408,snack,398,335,303,150.000
Rabu,2,4,600.000,139,beras,364,879,211,130.000
Sabtu,24,7,400.000,262,beras,383,426,103,150.000
Rabu,13,5,700.000,300,telur,353,959,226,100.000
Minggu,16,9,1.000.000,159,susu,394,992,259,200.000
Selasa,22,5,400.000,409,gula,333,598,183,130.000
Senin,7,7,400.000,431,beras,363,983,445,200.000
Minggu,23,2,700.000,123,snack,352,745,150,100.000
Minggu,13,0,600.000,316,snack,301,539,468,100.000
Sabtu,19,6,700.000,103,gula,336,32,464,200.000
Senin,27,4,600.000,348,beras,311,333,120,130.000
Jumat,28,3,700.000,210,gula,364,833,237,100.000
Selasa,15,7,500.000,379,gula,397,723,470,100.000
Rabu,1,6,1.000.000,493,gula,377,507,191,130.000
Jumat,20,6,400.000,456,gula,362,909,483,150.000
Senin,1,9,500.000,150,telur,363,716,272,100.000
Senin,27,1,500.000,417,beras,332,174,317,200.000
Minggu,15,0,600.000,305,telur,350,414,109,100.000
Minggu,3,6,400.000,461,beras,308,522,371,100.000
Kamis,15,0,400.000,469,gula,342,372,319,200.000
Sabtu,1,9,700.000,394,beras,311,329,247,200.000
Rabu,1,6,600.000,374,susu,368,646,368,200.000
Kamis,25,5,400.000,457,telur,365,892,379,130.000
Rabu,20,2,600.000,373,snack,388,58,144,130.000
Senin,18,3,700.000,370,snack,314,852,447,130.000
Senin,3,10,700.000,475,beras,360,555,199,100.000
Rabu,18,7,600.000,159,snack,396,844,316,150.000
Sabtu,1,0,700.000,227,gula,373,560,341,200.000
Minggu,9,8,500.000,376,telur,397,963,353,100.000
Rabu,6,11,400.000,159,beras,339,260,451,100.000
Selasa,23,5,1.000.000,110,susu,359,329,384,130.000
Sabtu,19,7,600.000,327,telur,383,201,403,200.000
Minggu,22,0,600.000,144,telur,362,874,319,150.000
Senin,9,9,1.000.000,215,gula,388,401,167,130.000
Selasa,20,4,1.000.000,186,gula,321,357,300,150.000
Minggu,1,6,700.000,298,telur,372,17,463,100.000
Kamis,12,1,400.000,261,susu,382,973,396,130.000
Rabu,15,5,1.000.000,118,telur,304,333,272,130.000
Kamis,12,9,400.000,275,snack,356,508,402,130.000
Selasa,5,10,500.000,210,telur,348,919,216,100.000
Rabu,24,8,1.000.000,422,beras,336,952,103,200.000
Minggu,2,4,400.000,425,telur,362,221,220,200.000
Rabu,2,8,1.000.000,354,gula,372,777,412,150.000
Minggu,5,10,400.000,264,telur,306,746,367,100.000
Kamis,6,1,600.000,332,beras,327,364,383,150.000
Kamis,7,9,600.000,248,susu,308,685,197,150.000
Selasa,7,10,500.000,388,gula,355,328,227,150.000
Sabtu,20,6,400.000,117,telur,366,913,260,150.000
Jumat,7,9,1.000.000,371,beras,378,444,168,150.000
Kamis,11,2,1.000.000,428,beras,349,586,143,100.000
Minggu,10,9,1.000.000,278,gula,369,593,269,150.000
Rabu,18,7,400.000,235,snack,321,293,112,100.000
Senin,6,2,700.000,149,gula,362,421,356,100.000
Kamis,30,5,700.000,352,gula,345,304,331,150.000
Sabtu,21,3,600.000,369,snack,303,698,284,200.000
Kamis,3,9,500.000,456,susu,336,179,389,130.000
Kamis,25,3,500.000,361,telur,311,204,205,150.000
Sabtu,9,6,1.000.000,311,gula,356,671,410,150.000
Rabu,16,0,1.000.000,337,beras,358,116,214,100.000
Jumat,28,2,500.000,104,telur,302,427,491,100.000
Minggu,28,10,600.000,245,gula,319,724,312,130.000
Senin,24,8,700.000,342,snack,392,288,212,200.000
Rabu,3,11,400.000,385,snack,392,953,189,150.000
Senin,13,9,500.000,172,telur,304,457,144,130.000
Jumat,28,2,500.000,248,snack,345,206,436,200.000
Jumat,18,10,400.000,181,telur,302,208,436,150.000
Kamis,4,9,500.000,201,gula,300,495,352,200.000
Kamis,6,1,600.000,474,beras,394,415,281,130.000
Jumat,23,8,500.000,494,gula,325,991,192,130.000
Senin,17,1,500.000,437,beras,355,229,308,100.000
Jumat,10,1,600.000,320,susu,326,823,105,150.000
Selasa,8,5,600.000,424,snack,361,469,493,150.000
Jumat,9,9,1.000.000,440,susu,301,774,315,150.000
Kamis,22,1,1.000.000,418,susu,346,668,332,130.000
Minggu,9,8,600.000,484,snack,343,873,261,100.000
Selasa,14,8,700.000,215,susu,340,821,273,200.000
Selasa,25,10,400.000,191,snack,318,120,385,150.000
Senin,23,4,500.000,382,snack,300,519,328,100.000
Kamis,16,10,1.000.000,183,telur,367,307,434,130.000
Jumat,20,8,500.000,187,beras,399,753,325,100.000
Senin,24,4,600.000,202,beras,318,647,196,200.000
Rabu,20,4,700.000,418,gula,394,862,370,130.000
Senin,13,1,400.000,353,susu,366,500,326,130.000
Selasa,10,2,700.000,355,snack,376,14,377,130.000
Minggu,29,9,400.000,493,telur,309,155,202,200.000
Minggu,21,5,500.000,100,susu,387,927,418,200.000
Senin,25,9,700.000,204,susu,301,980,337,150.000
Senin,2,0,400.000,268,telur,333,509,111,200.000
Selasa,9,4,400.000,225,telur,319,53,244,150.000
Kamis,2,1,600.000,262,susu,344,266,398,200.000
Selasa,8,0,1.000.000,273,beras,306,106,269,200.000
Selasa,2,6,700.000,199,susu,362,797,145,100.000
Selasa,23,5,400.000,411,telur,365,137,396,150.000
Sabtu,7,0,400.000,466,telur,317,61,135,100.000
Selasa,25,2,1.000.000,347,susu,349,8,275,100.000
Jumat,3,0,600.000,351,gula,371,378,370,200.000
Selasa,22,4,500.000,432,susu,351,813,368,100.000
Jumat,30,1,500.000,239,snack,303,57,392,100.000
Sabtu,5,7,600.000,420,snack,337,456,162,130.000
Senin,21,2,700.000,211,gula,353,980,101,200.000
Sabtu,23,1,1.000.000,250,susu,341,2,283,100.000
Selasa,8,5,400.000,436,beras,369,624,221,130.000
Selasa,2,6,1.000.000,247,telur,304,88,287,200.000
Senin,22,1,1.000.000,438,snack,384,322,273,200.000
Senin,8,9,1.000.000,162,beras,348,83,254,130.000
Senin,16,7,500.000,333,snack,328,186,482,150.000
Senin,29,1,400.000,374,beras,386,234,358,150.000
Rabu,10,0,500.000,315,beras,334,789,326,100.000
Selasa,27,5,500.000,300,susu,366,215,324,150.000
Minggu,2,9,1.000.000,300,gula,317,308,366,200.000
Jumat,20,4,700.000,280,telur,327,161,353,130.000
Sabtu,11,5,700.000,378,snack,394,834,477,200.000
Rabu,3,1,500.000,406,beras,337,657,479,100.000
Selasa,16,5,600.000,478,gula,376,951,442,130.000
Jumat,5,1,600.000,358,gula,379,760,149,200.000
Minggu,11,8,700.000,186,susu,380,940,450,150.000
Senin,23,9,600.000,491,snack,390,356,140,100.000
Rabu,21,4,1.000.000,308,beras,316,983,127,200.000
Minggu,16,9,600.000,187,telur,391,275,148,130.000
Jumat,19,5,400.000,467,telur,340,530,283,130.000
Senin,15,6,600.000,324,snack,393,55,478,200.000
Selasa,9,10,600.000,185,telur,331,585,316,150.000
Sabtu,25,7,600.000,269,susu,354,980,269,100.000
Minggu,7,2,700.000,435,snack,331,256,242,100.000
Rabu,12,10,400.000,299,snack,354,223,257,130.000
Sabtu,2,4,1.000.000,254,snack,373,94,228,150.000
Senin,6,3,400.000,144,beras,303,883,397,200.000
Jumat,26,7,700.000,271,telur,356,450,364,150.000
Senin,4,9,600.000,255,susu,393,216,318,200.000
Selasa,25,11,500.000,280,beras,336,317,301,100.000
Minggu,16,0,600.000,488,snack,332,797,386,100.000
Kamis,27,1,700.000,359,snack,357,611,283,200.000
Senin,18,1,600.000,329,gula,387,996,207,130.000
Sabtu,25,2,600.000,201,snack,333,319,146,100.000
Minggu,7,4,600.000,304,snack,384,699,145,150.000
Jumat,21,9,1.000.000,497,telur,384,750,130,150.000
Selasa,9,6,700.000,171,susu,340,462,275,100.000
Minggu,27,7,400.000,314,susu,303,24,329,100.000
Minggu,7,7,700.000,305,telur,323,264,228,130.000
Sabtu,4,4,1.000.000,449,beras,343,978,480,100.000
Sabtu,15,1,500.000,373,susu,302,366,272,200.000
Selasa,11,11,700.000,373,beras,382,61,231,100.000
Minggu,26,11,600.000,442,gula,381,28,401,130.000
Kamis,7,4,400.000,271,gula,392,844,205,150.000
Sabtu,29,2,600.000,363,telur,363,759,430,100.000
Selasa,7,0,700.000,148,snack,306,810,391,200.000
Senin,3,4,500.000,106,snack,305,942,194,150.000
Jumat,16,1,400.000,326,susu,376,992,481,150.000
Jumat,5,4,500.000,320,gula,362,1,413,200.000
Kamis,30,9,400.000,464,beras,357,66,122,100.000
Minggu,7,1,600.000,306,susu,398,416,157,130.000
Senin,24,9,400.000,381,susu,359,230,232,100.000
Kamis,30,8,700.000,116,beras,375,473,208,100.000
Kamis,2,2,400.000,395,telur,310,302,496,200.000
Sabtu,16,2,1.000.000,418,snack,390,957,186,150.000
Jumat,27,2,400.000,367,gula,337,898,415,150.000
Rabu,2,5,400.000,273,susu,319,396,296,150.000
Selasa,17,0,500.000,310,beras,311,695,297,200.000
Selasa,14,4,700.000,210,telur,308,637,420,200.000
Jumat,20,7,1.000.000,485,telur,343,925,195,100.000
Minggu,9,5,700.000,423,snack,318,741,175,200.000
Kamis,24,5,500.000,266,gula,315,477,172,200.000
Sabtu,10,11,600.000,345,gula,351,669,457,130.000
Kamis,13,1,1.000.000,261,snack,315,774,101,100.000
Jumat,13,6,500.000,320,gula,329,607,366,150.000
Kamis,1,9,700.000,238,gula,301,554,314,150.000
Rabu,7,6,600.000,100,gula,387,833,358,150.000
Jumat,2,3,700.000,143,beras,351,478,303,130.000
Selasa,13,0,600.000,491,susu,378,350,226,200.000
Selasa,14,8,400.000,291,telur,393,222,466,130.000
Kamis,12,0,400.000,303,gula,372,848,357,100.000
Selasa,8,11,700.000,190,beras,327,59,385,100.000
Jumat,2,11,600.000,319,gula,336,321,106,200.000
Minggu,19,6,500.000,150,snack,359,327,120,200.000
Sabtu,21,5,400.000,417,telur,364,903,228,150.000
Senin,25,5,1.000.000,423,beras,386,473,335,200.000
Senin,23,3,500.000,281,gula,338,63,255,130.000
Selasa,23,3,700.000,206,susu,355,562,192,150.000
Rabu,17,6,700.000,372,beras,399,720,187,130.000
Kamis,15,8,500.000,164,snack,345,865,192,150.000
Kamis,9,6,1.000.000,298,gula,380,679,424,200.000
Minggu,6,10,1.000.000,190,gula,313,955,421,100.000
Rabu,1,10,400.000,343,beras,370,259,384,200.000
Rabu,2,1,400.000,286,beras,337,342,111,130.000
Rabu,6,11,700.000,316,telur,343,285,409,100.000
Rabu,10,4,500.000,284,beras,320,580,448,130.000
Selasa,22,0,500.000,223,susu,344,823,369,100.000
Selasa,4,10,600.000,332,susu,316,805,108,130.000
Jumat,10,11,400.000,223,susu,358,824,233,100.000
Rabu,14,9,600.000,484,gula,318,278,380,150.000
Sabtu,28,3,700.000,476,gula,307,731,237,130.000
Jumat,13,7,1.000.000,145,beras,302,969,323,100.000
Jumat,7,11,600.000,490,susu,311,579,353,100.000
Rabu,18,3,1.000.000,433,beras,365,56,118,100.000
Jumat,8,10,500.000,391,snack,323,463,342,200.000
Rabu,27,0,500.000,328,susu,347,71,118,100.000
Jumat,19,6,500.000,119,beras,323,384,246,100.000
Jumat,8,2,700.000,485,telur,347,73,298,130.000
Jumat,21,9,500.000,194,susu,333,458,344,150.000
Senin,26,0,700.000,285,susu,335,665,230,200.000
Kamis,2,8,700.000,438,telur,396,939,469,200.000
Minggu,14,6,700.000,351,telur,343,987,318,130.000
Rabu,30,7,700.000,126,susu,325,28,351,100.000
Senin,13,9,400.000,137,susu,385,257,440,150.000
Senin,10,2,400.000,324,snack,352,65,122,150.000
Sabtu,26,11,500.000,479,telur,366,184,111,130.000
Selasa,12,0,500.000,382,snack,372,869,221,150.000
Kamis,16,1,1.000.000,227,beras,363,884,178,100.000
Senin,28,5,700.000,489,gula,385,44,229,150.000
Senin,27,4,500.000,189,gula,365,488,479,200.000
Kamis,15,2,1.000.000,414,gula,313,453,148,200.000
Sabtu,9,5,1.000.000,315,susu,387,930,286,130.000
Minggu,2,5,500.000,404,beras,356,349,412,150.000
Senin,10,11,1.000.000,257,snack,335,479,192,150.000
Jumat,10,3,500.000,297,telur,338,471,230,150.000
Kamis,10,1,700.000,414,susu,316,211,495,200.000
Jumat,18,9,600.000,101,telur,361,955,191,150.000
Minggu,3,4,700.000,172,susu,386,865,429,150.000
Rabu,21,3,400.000,413,susu,318,329,264,200.000
Rabu,9,2,500.000,415,snack,335,396,377,150.000
Minggu,7,9,600.000,182,telur,308,628,103,130.000
Minggu,3,0,500.000,224,beras,311,826,440,130.000
Rabu,16,1,1.000.000,454,snack,334,786,125,130.000
Rabu,26,7,600.000,403,beras,396,201,223,130.000
Rabu,14,8,700.000,117,snack,355,789,149,150.000
Senin,29,0,600.000,331,susu,341,854,201,100.000
Rabu,5,5,1.000.000,362,snack,375,611,175,100.000
Kamis,11,2,1.000.000,398,beras,302,850,129,150.000
Minggu,14,6,700.000,438,snack,352,797,316,200.000
Senin,9,8,600.000,473,gula,353,526,102,100.000
Minggu,22,2,600.000,367,snack,318,840,396,200.000
Rabu,5,7,1.000.000,365,telur,357,806,167,130.000
Senin,7,1,400.000,363,beras,371,431,116,200.000
Senin,4,6,700.000,235,snack,332,566,471,130.000
Rabu,30,9,500.000,380,gula,311,722,152,100.000
Sabtu,30,4,400.000,249,telur,385,232,184,100.000
Sabtu,7,1,400.000,146,beras,395,973,364,150.000
Rabu,26,4,500.000,333,telur,312,254,232,130.000
Kamis,15,6,400.000,100,snack,391,823,453,100.000
Selasa,5,10,400.000,383,telur,351,754,409,200.000
Rabu,28,9,700.000,479,snack,382,778,463,130.000
Selasa,20,4,400.000,311,telur,362,473,329,150.000
Selasa,19,8,1.000.000,458,telur,372,21,386,100.000
Sabtu,21,7,1.000.000,288,snack,303,702,289,150.000
Rabu,19,1,700.000,377,telur,360,427,468,150.000
Senin,19,6,700.000,377,snack,372,440,277,130.000
Kamis,2,10,1.000.000,266,gula,338,254,399,130.000
Selasa,16,6,600.000,431,snack,362,134,394,100.000
Selasa,12,1,1.000.000,383,beras,395,36,262,100.000
Jumat,11,4,1.000.000,420,susu,303,925,386,200.000
Sabtu,8,0,1.000.000,433,snack,385,946,310,130.000
Kamis,24,6,1.000.000,370,telur,384,405,302,100.000
Minggu,8,11,500.000,202,susu,319,805,232,150.000
Sabtu,20,2,500.000,302,snack,340,195,113,200.000
Selasa,14,11,700.000,353,gula,381,687,424,200.000
Sabtu,28,10,700.000,369,snack,345,930,143,100.000
Rabu,20,11,500.000,328,telur,380,138,310,100.000
Selasa,23,2,500.000,122,snack,342,551,109,130.000
Minggu,13,4,400.000,145,snack,359,158,303,150.000
Kamis,25,7,700.000,328,susu,325,581,454,150.000
Rabu,2,3,500.000,154,gula,327,632,446,200.000
Jumat,26,6,400.000,434,beras,387,396,413,130.000
Sabtu,22,6,400.000,181,gula,385,594,473,130.000
Jumat,11,7,600.000,400,gula,324,227,483,150.000
Senin,11,1,600.000,211,gula,355,51,197,100.000
Jumat,12,3,1.000.000,291,snack,368,383,341,130.000
Senin,17,3,700.000,391,snack,351,381,463,130.000
Sabtu,3,3,600.000,269,gula,356,290,119,100.000
Kamis,18,4,500.000,189,gula,326,192,412,150.000
Rabu,1,3,400.000,331,snack,397,479,397,100.000
Kamis,23,2,600.000,438,telur,300,129,119,130.000
Rabu,19,9,700.000,494,snack,300,130,153,150.000
Selasa,20,2,1.000.000,243,snack,320,34,131,200.000
Selasa,12,8,700.000,398,snack,352,726,495,100.000
Kamis,2,1,400.000,200,snack,303,452,216,100.000
Jumat,9,9,400.000,496,snack,352,425,316,130.000
Sabtu,18,2,700.000,354,snack,359,121,377,100.000
Rabu,10,0,600.000,250,snack,363,657,171,150.000
Jumat,23,9,400.000,130,snack,382,481,366,150.000
Kamis,9,7,500.000,358,telur,339,79,415,150.000
Rabu,1,2,700.000,337,gula,334,731,443,150.000
Kamis,26,0,600.000,334,susu,326,642,191,100.000
Minggu,18,7,700.000,240,beras,345,901,280,130.000
Selasa,23,10,500.000,366,telur,360,669,386,130.000
Minggu,27,2,400.000,317,beras,312,199,366,130.000
Rabu,17,10,1.000.000,427,telur,392,175,436,100.000
Jumat,8,8,600.000,193,beras,347,252,486,130.000
Selasa,24,6,600.000,349,beras,324,348,205,200.000
Rabu,16,2,500.000,213,susu,357,849,114,130.000
Minggu,28,2,600.000,252,gula,304,170,173,150.000
Sabtu,4,11,1.000.000,118,beras,317,418,111,150.000
Sabtu,19,0,700.000,121,susu,370,197,467,150.000
Kamis,14,6,600.000,344,susu,313,307,393,130.000
Sabtu,26,9,700.000,200,susu,350,584,260,100.000
Selasa,22,6,600.000,493,telur,359,1,302,150.000
Selasa,15,3,400.000,474,snack,349,787,144,200.000
Minggu,1,5,600.000,210,susu,374,402,334,150.000
Selasa,30,0,400.000,482,snack,317,978,455,200.000
Minggu,22,10,600.000,368,snack,330,703,221,150.000
Kamis,22,2,500.000,484,susu,354,558,169,100.000
Selasa,10,10,700.000,202,telur,300,312,271,100.000
Minggu,28,6,1.000.000,157,gula,311,975,413,150.000
Sabtu,27,3,600.000,433,beras,347,814,150,100.000
Kamis,2,2,500.000,279,beras,385,527,183,150.000
Senin,19,7,600.000,270,susu,325,387,293,100.000
Sabtu,14,3,500.000,244,gula,307,52,179,150.000
Sabtu,21,10,600.000,107,gula,397,266,328,130.000
Senin,8,11,500.000,261,snack,317,711,166,100.000
Senin,1,11,600.000,176,gula,395,554,479,130.000
Sabtu,19,8,700.000,249,telur,321,693,390,100.000
Jumat,29,7,700.000,248,beras,354,910,140,130.000
Selasa,26,0,600.000,464,snack,373,457,268,100.000
Minggu,3,10,400.000,400,beras,363,740,492,200.000
Rabu,13,2,1.000.000,208,beras,343,432,377,100.000
Rabu,30,2,1.000.000,255,snack,330,217,401,100.000
Rabu,24,9,500.000,413,snack,324,464,320,100.000
Selasa,29,8,1.000.000,148,snack,347,147,135,130.000
Selasa,12,0,500.000,271,beras,388,673,460,130.000
Minggu,4,9,400.000,490,snack,393,420,237,150.000
Kamis,1,3,500.000,244,gula,327,581,446,100.000
Sabtu,8,11,600.000,322,gula,375,708,155,130.000
Rabu,22,1,400.000,245,gula,310,655,112,130.000
Kamis,5,8,700.000,177,snack,382,818,445,100.000
Kamis,27,8,600.000,186,gula,356,400,101,130.000
Kamis,13,4,600.000,456,snack,343,89,437,130.000
Jumat,12,10,500.000,246,beras,352,952,166,200.000
Senin,13,7,600.000,367,telur,349,644,158,130.000
Senin,30,6,700.000,218,gula,330,964,436,130.000
Kamis,8,7,1.000.000,122,beras,326,717,254,200.000
Selasa,4,11,600.000,269,susu,313,889,256,130.000
Kamis,2,9,400.000,220,snack,313,784,429,100.000
Jumat,18,9,700.000,430,beras,362,921,362,200.000
Kamis,15,2,500.000,372,beras,377,90,435,130.000
Kamis,11,7,1.000.000,245,beras,349,136,231,150.000
Senin,16,2,700.000,464,susu,396,991,231,130.000
Kamis,22,5,400.000,110,telur,336,640,224,150.000
Minggu,18,5,1.000.000,317,susu,356,757,184,130.000
Senin,24,1,400.000,376,gula,348,171,404,150.000
Jumat,2,8,500.000,233,telur,311,260,198,100.000
Senin,2,5,600.000,274,gula,379,476,442,100.000
Senin,3,7,400.000,325,beras,371,811,150,150.000
Sabtu,20,8,700.000,109,beras,373,572,222,130.000
Jumat,9,9,400.000,342,gula,380,77,252,200.000
Jumat,10,11,700.000,390,telur,307,513,267,200.000
Selasa,6,0,600.000,173,snack,374,480,402,200.000
Rabu,3,3,400.000,335,telur,371,701,459,100.000
Sabtu,27,4,500.000,263,gula,323,994,480,100.000
Selasa,21,6,500.000,368,susu,313,434,188,100.000
Selasa,5,4,700.000,259,gula,351,366,333,200.000
Senin,7,11,400.000,491,gula,319,684,386,150.000
Selasa,23,5,700.000,287,snack,357,87,382,100.000
Senin,13,9,1.000.000,350,susu,348,499,416,130.000
Kamis,22,3,1.000.000,254,telur,342,955,279,200.000
Kamis,27,1,600.000,293,gula,326,259,163,150.000
Minggu,6,2,600.000,383,gula,330,229,318,200.000
Minggu,11,5,1.000.000,225,snack,315,138,476,200.000
Rabu,29,6,600.000,490,snack,307,198,342,130.000
Senin,18,3,700.000,346,gula,320,365,235,150.000
Jumat,24,9,700.000,234,telur,399,407,435,150.000
Senin,24,11,600.000,489,susu,345,813,278,130.000
Sabtu,15,4,700.000,163,gula,309,470,180,150.000
Jumat,15,9,700.000,126,telur,318,235,275,130.000
Jumat,24,2,700.000,351,gula,386,426,460,130.000
Jumat,28,6,500.000,167,beras,332,149,140,150.000
Minggu,13,4,700.000,230,beras,303,858,471,100.000
Selasa,7,0,1.000.000,260,gula,356,598,418,100.000
Jumat,20,11,700.000,199,susu,335,826,102,100.000
Jumat,29,4,500.000,101,beras,356,376,231,200.000
Kamis,11,8,600.000,321,snack,357,724,111,130.000
Kamis,23,5,500.000,201,beras,384,517,195,100.000
Senin,5,10,400.000,391,beras,379,417,236,200.000
Rabu,19,9,1.000.000,434,gula,329,311,114,150.000
Kamis,23,0,500.000,269,susu,392,730,279,130.000
Jumat,10,9,600.000,117,gula,341,232,278,150.000
Selasa,27,11,600.000,289,snack,388,133,144,100.000
Minggu,7,11,600.000,250,telur,392,67,245,100.000
Senin,1,7,500.000,254,beras,362,493,323,200.000
Selasa,18,4,400.000,395,susu,394,266,220,200.000
Selasa,12,2,400.000,173,beras,304,213,402,200.000
Rabu,30,1,1.000.000,316,beras,303,222,181,130.000
Senin,9,5,700.000,395,beras,378,585,481,100.000
Minggu,19,7,400.000,232,gula,389,227,296,150.000
Jumat,18,2,1.000.000,293,beras,305,111,451,100.000
Minggu,14,2,1.000.000,178,gula,301,105,124,130.000
Kamis,5,10,400.000,299,telur,358,832,380,150.000
Selasa,4,0,500.000,135,gula,342,711,467,100.000
Jumat,27,8,400.000,428,telur,312,75,188,150.000
Minggu,6,7,400.000,147,snack,345,777,117,200.000
Jumat,13,3,600.000,359,beras,343,169,345,100.000
Selasa,2,11,700.000,189,gula,345,668,425,100.000
Minggu,14,4,600.000,163,gula,330,640,338,130.000
Rabu,8,9,500.000,224,gula,307,493,247,100.000
Minggu,20,0,700.000,241,snack,384,658,247,200.000
Selasa,29,3,500.000,271,susu,310,327,456,100.000
Kamis,4,4,700.000,195,gula,328,685,449,100.000
Rabu,14,6,1.000.000,428,beras,323,646,126,200.000
Rabu,8,9,400.000,153,snack,353,640,451,100.000
Senin,14,4,1.000.000,148,susu,318,478,327,130.000
Minggu,19,10,400.000,489,snack,382,330,287,100.000
Minggu,27,5,700.000,113,susu,357,514,459,100.000
Rabu,23,6,1.000.000,312,susu,311,366,228,200.000
Selasa,16,4,1.000.000,304,telur,379,160,391,200.000
Minggu,9,9,500.000,113,susu,312,157,121,150.000
Kamis,3,11,600.000,173,telur,384,514,354,100.000
Jumat,20,9,700.000,141,snack,343,788,181,100.000
Minggu,28,1,700.000,375,gula,305,42,118,150.000
Kamis,9,0,600.000,406,beras,367,915,259,130.000
Selasa,2,2,600.000,464,snack,326,244,317,150.000
Selasa,3,8,500.000,281,telur,381,752,385,150.000
Sabtu,30,4,400.000,277,telur,300,119,310,130.000
Sabtu,25,7,500.000,233,beras,354,793,172,150.000
Sabtu,27,9,500.000,192,susu,331,744,271,200.000
Selasa,18,6,700.000,490,telur,393,699,170,130.000
Rabu,12,4,600.000,363,snack,393,438,312,150.000
Selasa,17,1,1.000.000,258,susu,355,100,216,200.000
Rabu,13,11,1.000.000,374,beras,367,961,384,130.000
Senin,29,3,400.000,134,susu,360,135,241,130.000
Jumat,7,6,1.000.000,267,susu,359,99,366,130.000
Rabu,12,8,400.000,294,snack,342,857,429,130.000
Sabtu,16,1,600.000,496,gula,376,191,493,200.000
Kamis,19,5,400.000,430,gula,352,556,370,150.000
Selasa,9,11,600.000,240,telur,353,627,253,100.000
Rabu,2,5,400.000,430,beras,346,130,424,130.000
Rabu,24,1,500.000,135,beras,321,577,211,150.000
